S#,SNAME,SEX,BDATE,HEIGHT,DORM
02207632,袁红梅,女,2002-11-20,1.56,西9舍555
02007634,罗想,男,2001-03-16,1.84,东9舍555
02207636,张娜,女,2003-09-04,1.77,西9舍555
02007638,李建平,男,2003-04-08,1.70,东9舍555
02207640,张建,女,2001-07-13,1.73,西9舍556
02007642,王飞,男,2001-09-19,1.87,东9舍556
02207644,刘伟,女,2002-02-14,1.60,西9舍556
02007646,初秀梅,男,2002-12-22,1.69,东9舍556
02207648,田凤英,女,2002-07-21,1.74,西9舍557
02007650,颜婷婷,男,2002-09-06,1.84,东9舍557
02207652,张秀芳,女,2002-09-26,1.66,西9舍557
02007654,陈超,男,2001-01-03,1.75,东9舍557
02207656,杨健,女,2002-05-15,1.65,西9舍558
02007658,娄玉兰,男,2001-12-29,1.78,东9舍558
02207660,白勇,女,2001-10-23,1.67,西9舍558
02007662,刘岩,男,2003-02-25,1.87,东9舍558
02207664,陈浩,女,2002-10-31,1.58,西9舍559
02007666,史桂荣,男,2002-12-10,1.69,东9舍559
02207668,蔡桂花,女,2003-05-27,1.72,西9舍559
02007670,邵飞,男,2001-05-29,1.76,东9舍559
02207672,王帆,女,2002-11-16,1.69,西9舍560
02007674,李桂花,男,2002-10-13,1.69,东9舍560
02207676,杜亮,女,2002-12-16,1.64,西9舍560
02007678,陈静,男,2003-01-29,1.71,东9舍560
02207680,黄秀英,女,2002-10-04,1.75,西9舍561
02007682,欧萍,男,2002-09-23,1.68,东9舍561
02207684,吴梅,女,2003-12-12,1.61,西9舍561
02007686,钱想,男,2001-07-06,1.61,东9舍561
02207688,张杨,女,2003-12-13,1.70,西9舍562
02007690,潘杨,男,2002-03-22,1.83,东9舍562
02207692,李楠,女,2002-09-08,1.52,西9舍562
02007694,何秀云,男,2001-04-15,1.64,东9舍562
02207696,唐红,女,2003-02-15,1.54,西9舍563
02007698,吴辉,男,2003-10-09,1.60,东9舍563
02207700,盛英,女,2002-10-30,1.70,西9舍563
02007702,李佳,男,2003-04-07,1.88,东9舍563
02207704,徐丽丽,女,2001-07-27,1.55,西9舍564
02007706,郭琳,男,2001-11-08,1.68,东9舍564
02207708,谢楠,女,2003-09-23,1.65,西9舍564
02007710,龚红,男,2001-04-12,1.79,东9舍564
02207712,苏玉英,女,2002-11-20,1.78,西9舍565
02007714,段娜,男,2003-03-27,1.88,东9舍565
02207716,蔡凯,女,2003-04-28,1.54,西9舍565
02007718,丁海燕,男,2001-11-27,1.74,东9舍565
02207720,阮军,女,2001-03-04,1.66,西9舍566
02007722,王伟,男,2003-06-25,1.76,东9舍566
02207724,卢建华,女,2001-05-19,1.61,西9舍566
02007726,朱玉珍,男,2002-11-05,1.68,东9舍566
02207728,刘秀梅,女,2002-07-25,1.61,西9舍567
02007730,赵秀梅,男,2002-10-28,1.67,东9舍567
02207732,陈磊,女,2001-07-13,1.76,西9舍567
02007734,邹军,男,2003-01-18,1.73,东9舍567
02207736,贾冬梅,女,2003-11-21,1.53,西9舍568
02007738,刘瑜,男,2003-06-23,1.88,东9舍568
02207740,严洋,女,2002-02-07,1.56,西9舍568
02007742,戴兵,男,2001-03-25,1.75,东9舍568
02207744,周琳,女,2003-10-19,1.64,西9舍569
02007746,张辉,男,2002-07-21,1.75,东9舍569
02207748,杨淑英,女,2001-09-08,1.72,西9舍569
02007750,杜晶,男,2001-10-21,1.80,东9舍569
02207752,赵兰英,女,2002-02-03,1.50,西9舍570
02007754,刘凯,男,2001-12-14,1.61,东9舍570
02207756,彭琴,女,2001-12-28,1.61,西9舍570
02007758,田坤,男,2003-12-30,1.83,东9舍570
02207760,邵斌,女,2001-08-26,1.72,西9舍571
02007762,王峰,男,2001-03-18,1.67,东9舍571
02207764,卢桂英,女,2001-11-27,1.54,西9舍571
02007766,吴瑞,男,2003-05-05,1.66,东9舍571
02207768,姜丽丽,女,2001-12-31,1.55,西9舍572
02007770,覃涛,男,2003-11-09,1.71,东9舍572
02207772,郑丹,女,2002-05-02,1.73,西9舍572
02007774,杨鹏,男,2002-02-10,1.90,东9舍572
02207776,杨金凤,女,2003-10-20,1.67,西9舍573
02007778,周英,男,2001-06-19,1.66,东9舍573
02207780,王婷,女,2003-11-25,1.79,西9舍573
02007782,欧阳琳,男,2003-09-13,1.72,东9舍573
02207784,赵雪,女,2001-08-24,1.70,西9舍574
02007786,李建,男,2002-07-14,1.70,东9舍574
02207788,徐磊,女,2002-09-12,1.77,西9舍574
02007790,周建,男,2001-03-03,1.76,东9舍574
02207792,薛柳,女,2002-05-02,1.52,西9舍575
02007794,周雪梅,男,2001-07-04,1.72,东9舍575
02207796,熊明,女,2002-09-12,1.77,西9舍575
02007798,严桂芝,男,2002-10-02,1.77,东9舍575
02207800,钟璐,女,2001-05-23,1.55,西9舍576
02007802,吕明,男,2003-10-28,1.75,东9舍576
02207804,官晶,女,2001-06-26,1.70,西9舍576
02007806,文凤英,男,2003-09-28,1.71,东9舍576
02207808,王志强,女,2001-06-03,1.62,西9舍577
02007810,吴红霞,男,2001-11-08,1.88,东9舍577
02207812,江丽丽,女,2003-12-06,1.74,西9舍577
02007814,王瑜,男,2003-03-19,1.73,东9舍577
02207816,谢春梅,女,2003-11-12,1.59,西9舍578
02007818,谢畅,男,2003-10-29,1.61,东9舍578
02207820,杨桂芝,女,2001-12-05,1.50,西9舍578
02007822,刘杰,男,2003-03-25,1.73,东9舍578
02207824,王兰英,女,2001-07-14,1.70,西9舍579
02007826,王静,男,2003-05-28,1.81,东9舍579
02207828,汤龙,女,2003-08-31,1.56,西9舍579
02007830,韩洋,男,2003-11-28,1.74,东9舍579
02207832,梁洋,女,2001-12-18,1.61,西9舍580
02007834,张岩,男,2001-11-18,1.66,东9舍580
02207836,曾红,女,2002-11-10,1.52,西9舍580
02007838,李坤,男,2003-11-03,1.71,东9舍580
02207840,谢超,女,2003-11-14,1.69,西9舍581
02007842,陈晶,男,2003-04-28,1.83,东9舍581
02207844,吴红,女,2001-07-04,1.68,西9舍581
02007846,陈建,男,2001-09-05,1.88,东9舍581
02207848,周雪,女,2003-01-26,1.66,西9舍582
02007850,许玉英,男,2003-06-29,1.70,东9舍582
02207852,黎云,女,2002-03-10,1.56,西9舍582
02007854,孙丽,男,2002-10-26,1.83,东9舍582
02207856,郑桂花,女,2003-01-10,1.53,西9舍583
02007858,郑琳,男,2001-09-08,1.70,东9舍583
02207860,张秀云,女,2003-11-01,1.58,西9舍583
02007862,邹兰英,男,2002-03-08,1.60,东9舍583
02207864,杨亮,女,2002-09-27,1.77,西9舍584
02007866,杨秀华,男,2001-09-29,1.88,东9舍584
02207868,成桂花,女,2001-12-20,1.75,西9舍584
02007870,薛欢,男,2002-06-10,1.76,东9舍584
02207872,王玉兰,女,2001-07-08,1.74,西9舍585
02007874,谌佳,男,2002-07-30,1.71,东9舍585
02207876,马秀英,女,2001-02-22,1.79,西9舍585
02007878,冯梅,男,2001-02-03,1.69,东9舍585
02207880,刘峰,女,2001-09-18,1.58,西9舍586
02007882,张洋,男,2003-03-16,1.61,东9舍586
02207884,凌瑞,女,2001-03-08,1.50,西9舍586
02007886,刘畅,男,2002-11-08,1.78,东9舍586
02207888,陈秀荣,女,2003-04-05,1.53,西9舍587
02007890,王凤兰,男,2003-11-08,1.62,东9舍587
02207892,李春梅,女,2002-08-29,1.69,西9舍587
02007894,霍桂芳,男,2002-04-06,1.85,东9舍587
02207896,范秀荣,女,2001-03-24,1.54,西9舍588
02007898,李秀英,男,2002-09-27,1.71,东9舍588
02207900,胡晶,女,2003-05-07,1.61,西9舍588
02007902,王淑兰,男,2001-03-29,1.78,东9舍588
02207904,朱小红,女,2003-11-19,1.66,西9舍589
02007906,刘秀英,男,2002-08-14,1.69,东9舍589
02207908,马秀云,女,2002-04-09,1.50,西9舍589
02007910,卢玉梅,男,2001-07-28,1.68,东9舍589
02207912,潘晶,女,2003-06-17,1.69,西9舍590
02007914,张淑英,男,2003-12-01,1.63,东9舍590
02207916,陆璐,女,2003-04-25,1.51,西9舍590
02007918,龙淑英,男,2001-08-31,1.85,东9舍590
02207920,王金凤,女,2001-09-25,1.68,西9舍591
02007922,张峰,男,2001-08-13,1.85,东9舍591
02207924,王雪梅,女,2001-09-26,1.77,西9舍591
02007926,乌春梅,男,2001-09-19,1.83,东9舍591
02207928,陆博,女,2001-09-29,1.78,西9舍592
02007930,孙文,男,2002-08-30,1.73,东9舍592
02207932,王文,女,2001-03-07,1.75,西9舍592
02007934,刘莹,男,2003-03-16,1.65,东9舍592
02207936,潘金凤,女,2001-08-07,1.56,西9舍593
02007938,陈娜,男,2003-09-15,1.75,东9舍593
02207940,阮亮,女,2003-07-20,1.58,西9舍593
02007942,徐磊,男,2002-02-15,1.87,东9舍593
02207944,刘静,女,2001-05-22,1.64,西9舍594
02007946,张波,男,2001-07-16,1.69,东9舍594
02207948,周浩,女,2001-01-21,1.61,西9舍594
02007950,何凯,男,2001-11-01,1.61,东9舍594
02207952,吴飞,女,2002-08-18,1.60,西9舍595
02007954,刘桂兰,男,2003-03-28,1.89,东9舍595
02207956,李丽娟,女,2001-08-13,1.68,西9舍595
02007958,林琴,男,2001-06-21,1.78,东9舍595
02207960,陈建国,女,2002-08-10,1.52,西9舍596
02007962,傅洋,男,2002-06-04,1.71,东9舍596
02207964,韩鹏,女,2003-05-19,1.67,西9舍596
02007966,王荣,男,2002-10-11,1.88,东9舍596
02207968,曾雪,女,2003-11-07,1.61,西9舍597
02007970,李晨,男,2003-03-31,1.75,东9舍597
02207972,任建国,女,2003-02-23,1.61,西9舍597
02007974,沈帅,男,2001-10-24,1.69,东9舍597
02207976,方雪梅,女,2001-08-24,1.65,西9舍598
02007978,刘博,男,2003-09-17,1.67,东9舍598
02207980,温红霞,女,2001-06-01,1.71,西9舍598
02007982,杨建国,男,2001-02-24,1.64,东9舍598
02207984,王晨,女,2002-10-12,1.50,西9舍599
02007986,李晶,男,2003-01-20,1.83,东9舍599
02207988,郭秀兰,女,2003-01-15,1.77,西9舍599
02007990,成欢,男,2003-03-30,1.78,东9舍599
02207992,卢杨,女,2001-07-23,1.65,西9舍600
02007994,赵丽,男,2001-09-12,1.66,东9舍600
02207996,戴琴,女,2002-12-26,1.52,西9舍600
02007998,段红霞,男,2002-11-25,1.79,东9舍600
02208000,田阳,女,2003-09-21,1.52,西10舍101
02008002,李涛,男,2003-05-07,1.71,东10舍101
02208004,石军,女,2001-03-18,1.64,西10舍101
02008006,辛桂英,男,2003-08-22,1.61,东10舍101
02208008,余桂荣,女,2002-10-29,1.56,西10舍102
02008010,金晶,男,2001-08-29,1.61,东10舍102
02208012,田红梅,女,2003-11-13,1.53,西10舍102
02008014,张莹,男,2001-01-23,1.74,东10舍102
02208016,刘凤英,女,2002-03-12,1.73,西10舍103
02008018,刘宁,男,2003-03-09,1.84,东10舍103
02208020,龚丽华,女,2003-12-20,1.69,西10舍103
02008022,冷磊,男,2002-11-06,1.60,东10舍103
02208024,简桂芝,女,2003-08-24,1.76,西10舍104
02008026,刘琴,男,2003-11-02,1.74,东10舍104
02208028,阎小红,女,2001-01-27,1.66,西10舍104
02008030,邓东,男,2002-05-13,1.76,东10舍104
02208032,王淑华,女,2003-06-30,1.63,西10舍105
02008034,虞瑞,男,2001-01-09,1.72,东10舍105
02208036,蔡凤英,女,2002-06-27,1.51,西10舍105
02008038,王璐,男,2003-07-16,1.74,东10舍105
02208040,曹涛,女,2001-08-08,1.60,西10舍106
02008042,何瑜,男,2002-01-08,1.70,东10舍106
02208044,张俊,女,2001-02-26,1.51,西10舍106
02008046,林建平,男,2001-05-08,1.81,东10舍106
02208048,王兵,女,2001-01-18,1.60,西10舍107
02008050,张华,男,2003-11-07,1.82,东10舍107
02208052,任刚,女,2003-01-11,1.53,西10舍107
02008054,黄冬梅,男,2002-10-20,1.62,东10舍107
02208056,唐琴,女,2003-05-11,1.52,西10舍108
02008058,郑楠,男,2001-09-16,1.83,东10舍108
02208060,曾兵,女,2003-12-28,1.65,西10舍108
02008062,王莉,男,2002-06-30,1.87,东10舍108
02208064,王海燕,女,2001-11-02,1.71,西10舍109
02008066,郎桂英,男,2001-04-21,1.79,东10舍109
02208068,陈平,女,2003-01-17,1.54,西10舍109
02008070,王建国,男,2001-03-23,1.66,东10舍109
02208072,邓晶,女,2001-07-02,1.51,西10舍110
02008074,赵凤兰,男,2001-05-31,1.86,东10舍110
02208076,谷秀英,女,2001-11-01,1.73,西10舍110
02008078,王伟,男,2002-04-05,1.81,东10舍110
02208080,卢婷,女,2003-08-22,1.50,西10舍111
02008082,张玉英,男,2002-11-24,1.88,东10舍111
02208084,朱桂英,女,2003-02-17,1.57,西10舍111
02008086,边飞,男,2002-10-11,1.62,东10舍111
02208088,刘红梅,女,2003-11-12,1.57,西10舍112
02008090,张伟,男,2003-08-23,1.63,东10舍112
02208092,周桂珍,女,2001-01-02,1.55,西10舍112
02008094,邢艳,男,2001-09-17,1.66,东10舍112
02208096,黄亮,女,2003-12-09,1.62,西10舍113
02008098,江春梅,男,2001-04-23,1.86,东10舍113
02208100,颜燕,女,2003-12-25,1.60,西10舍113
02008102,曹明,男,2003-02-28,1.63,东10舍113
02208104,周健,女,2001-06-27,1.60,西10舍114
02008106,陈秀华,男,2003-02-21,1.66,东10舍114
02208108,李丽,女,2003-08-12,1.64,西10舍114
02008110,罗健,男,2003-06-19,1.90,东10舍114
02208112,朱兵,女,2002-06-26,1.76,西10舍115
02008114,马超,男,2003-10-11,1.81,东10舍115
02208116,王静,女,2003-12-09,1.62,西10舍115
02008118,王玉,男,2003-11-05,1.75,东10舍115
02208120,王倩,女,2002-07-17,1.80,西10舍116
02008122,罗想,男,2001-10-31,1.87,东10舍116
02208124,尹瑞,女,2001-05-16,1.50,西10舍116
02008126,张玉梅,男,2001-10-22,1.75,东10舍116
02208128,沈玉兰,女,2003-01-17,1.64,西10舍117
02008130,郭畅,男,2003-08-16,1.73,东10舍117
02208132,徐畅,女,2003-11-20,1.80,西10舍117
02008134,刘健,男,2002-08-29,1.70,东10舍117
02208136,房玉兰,女,2002-01-13,1.67,西10舍118
02008138,刘建华,男,2002-01-15,1.86,东10舍118
02208140,徐桂珍,女,2002-07-12,1.60,西10舍118
02008142,李荣,男,2002-03-23,1.79,东10舍118
02208144,陈淑珍,女,2001-05-22,1.65,西10舍119
02008146,石婷,男,2003-11-18,1.61,东10舍119
02208148,李利,女,2003-07-16,1.77,西10舍119
02008150,马建华,男,2003-06-22,1.69,东10舍119
02208152,汪桂珍,女,2001-02-02,1.72,西10舍120
02008154,马强,男,2001-06-02,1.72,东10舍120
02208156,陈梅,女,2003-05-17,1.68,西10舍120
02008158,袁桂芝,男,2001-06-27,1.64,东10舍120
02208160,冯冬梅,女,2001-12-29,1.70,西10舍121
02008162,李楠,男,2001-08-30,1.82,东10舍121
02208164,黄丹,女,2001-11-02,1.79,西10舍121
02008166,钟平,男,2002-04-30,1.79,东10舍121
02208168,钟柳,女,2003-06-12,1.66,西10舍122
02008170,梅建,男,2002-05-20,1.71,东10舍122
02208172,阮雪,女,2003-09-07,1.80,西10舍122
02008174,薛桂珍,男,2003-09-23,1.70,东10舍122
02208176,贺敏,女,2003-10-30,1.68,西10舍123
02008178,王桂芝,男,2003-10-04,1.89,东10舍123
02208180,汪琳,女,2002-03-28,1.74,西10舍123
02008182,李文,男,2001-11-11,1.75,东10舍123
02208184,王桂花,女,2002-08-24,1.54,西10舍124
02008186,王淑英,男,2003-11-27,1.63,东10舍124
02208188,宋桂香,女,2001-03-08,1.64,西10舍124
02008190,荣波,男,2002-08-20,1.85,东10舍124
02208192,马杨,女,2001-09-03,1.79,西10舍125
02008194,萧浩,男,2003-09-27,1.89,东10舍125
02208196,曹璐,女,2003-05-23,1.55,西10舍125
02008198,胡雪,男,2001-07-21,1.80,东10舍125
02208200,韩小红,女,2001-05-06,1.59,西10舍126
02008202,何斌,男,2001-10-09,1.68,东10舍126
02208204,刘强,女,2003-08-15,1.56,西10舍126
02008206,杨琳,男,2001-11-15,1.60,东10舍126
02208208,徐洋,女,2003-03-04,1.67,西10舍127
02008210,阮玲,男,2003-07-21,1.79,东10舍127
02208212,马帆,女,2001-12-24,1.68,西10舍127
02008214,曾俊,男,2003-06-22,1.81,东10舍127
02208216,张建平,女,2002-05-23,1.57,西10舍128
02008218,刘阳,男,2002-11-14,1.73,东10舍128
02208220,赵平,女,2002-11-05,1.79,西10舍128
02008222,高帆,男,2001-04-11,1.65,东10舍128
02208224,何玉兰,女,2003-01-25,1.63,西10舍129
02008226,杜宇,男,2002-06-27,1.66,东10舍129
02208228,任秀珍,女,2002-08-05,1.66,西10舍129
02008230,刘波,男,2003-10-15,1.83,东10舍129
02208232,杨杨,女,2001-03-12,1.57,西10舍130
02008234,陈勇,男,2002-04-27,1.66,东10舍130
02208236,王荣,女,2001-04-08,1.57,西10舍130
02008238,李红,男,2002-08-01,1.86,东10舍130
02208240,邹俊,女,2003-06-26,1.77,西10舍131
02008242,李建军,男,2002-06-19,1.79,东10舍131
02208244,张超,女,2002-11-05,1.72,西10舍131
02008246,李桂荣,男,2002-08-19,1.87,东10舍131
02208248,张斌,女,2002-09-10,1.73,西10舍132
02008250,姬明,男,2003-04-23,1.90,东10舍132
02208252,李冬梅,女,2003-12-29,1.60,西10舍132
02008254,丁伟,男,2003-08-02,1.81,东10舍132
02208256,吴宇,女,2002-06-13,1.65,西10舍133
02008258,牟丽,男,2001-12-28,1.75,东10舍133
02208260,翁桂芳,女,2002-12-19,1.75,西10舍133
02008262,张平,男,2002-02-16,1.75,东10舍133
02208264,胡博,女,2003-11-23,1.50,西10舍134
02008266,惠楠,男,2002-06-24,1.63,东10舍134
02208268,牟玉英,女,2001-08-07,1.76,西10舍134
02008270,张淑珍,男,2003-08-10,1.62,东10舍134
02208272,陈红梅,女,2003-06-03,1.77,西10舍135
02008274,王雷,男,2001-04-15,1.74,东10舍135
02208276,高小红,女,2001-06-29,1.74,西10舍135
02008278,韩建,男,2001-11-10,1.68,东10舍135
02208280,李萍,女,2003-07-22,1.76,西10舍136
02008282,潘淑兰,男,2002-04-20,1.67,东10舍136
02208284,李琳,女,2002-05-19,1.69,西10舍136
02008286,罗俊,男,2001-06-02,1.76,东10舍136
02208288,王红霞,女,2003-08-11,1.50,西10舍137
02008290,胡桂珍,男,2002-05-05,1.62,东10舍137
02208292,段洁,女,2001-03-25,1.77,西10舍137
02008294,倪萍,男,2002-07-05,1.66,东10舍137
02208296,沈凤英,女,2002-09-04,1.59,西10舍138
02008298,饶成,男,2001-12-16,1.84,东10舍138
02208300,刘璐,女,2003-07-10,1.57,西10舍138
02008302,任玉英,男,2003-11-06,1.77,东10舍138
02208304,马琴,女,2003-06-18,1.73,西10舍139
02008306,李杨,男,2002-05-09,1.69,东10舍139
02208308,王凤英,女,2001-10-13,1.56,西10舍139
02008310,王琴,男,2003-05-29,1.67,东10舍139
02208312,萧杰,女,2001-06-19,1.71,西10舍140
02008314,何玉,男,2001-04-19,1.75,东10舍140
02208316,林艳,女,2001-01-26,1.50,西10舍140
02008318,江丽华,男,2003-03-21,1.82,东10舍140
02208320,牛峰,女,2002-10-17,1.69,西10舍141
02008322,贾佳,男,2001-02-06,1.69,东10舍141
02208324,刘彬,女,2002-03-07,1.71,西10舍141
02008326,黄楠,男,2001-07-15,1.86,东10舍141
02208328,冯英,女,2003-09-21,1.53,西10舍142
02008330,严凤兰,男,2003-02-10,1.87,东10舍142
02208332,余艳,女,2002-01-20,1.50,西10舍142
02008334,孙成,男,2001-03-27,1.62,东10舍142
02208336,周帆,女,2002-04-06,1.58,西10舍143
02008338,曾玉英,男,2003-04-25,1.82,东10舍143
02208340,李杰,女,2001-08-20,1.68,西10舍143
02008342,杨洋,男,2002-09-06,1.67,东10舍143
02208344,杨静,女,2002-09-06,1.55,西10舍144
02008346,卿磊,男,2003-10-11,1.80,东10舍144
02208348,章璐,女,2001-04-10,1.60,西10舍144
02008350,徐艳,男,2003-12-04,1.75,东10舍144
02208352,彭兵,女,2002-03-24,1.60,西10舍145
02008354,王秀英,男,2003-07-16,1.65,东10舍145
02208356,黄勇,女,2001-05-16,1.75,西10舍145
02008358,苏佳,男,2001-07-24,1.71,东10舍145
02208360,丁秀兰,女,2001-06-18,1.80,西10舍146
02008362,车秀芳,男,2002-01-26,1.80,东10舍146
02208364,杨桂荣,女,2001-05-17,1.60,西10舍146
02008366,陈洋,男,2002-10-22,1.82,东10舍146
02208368,仲桂珍,女,2001-12-14,1.62,西10舍147
02008370,陈凯,男,2001-11-04,1.64,东10舍147
02208372,杜淑英,女,2001-11-11,1.80,西10舍147
02008374,刘瑜,男,2003-02-04,1.69,东10舍147
02208376,萧秀芳,女,2003-01-15,1.55,西10舍148
02008378,曾阳,男,2001-04-03,1.80,东10舍148
02208380,王桂荣,女,2003-08-08,1.56,西10舍148
02008382,侯欣,男,2002-03-16,1.76,东10舍148
02208384,郭凤英,女,2002-06-01,1.69,西10舍149
02008386,武婷,男,2001-09-03,1.72,东10舍149
02208388,陈涛,女,2002-08-05,1.52,西10舍149
02008390,李秀荣,男,2002-12-04,1.64,东10舍149
02208392,马文,女,2001-12-02,1.57,西10舍150
02008394,张林,男,2002-05-22,1.76,东10舍150
02208396,徐桂芳,女,2001-06-10,1.61,西10舍150
02008398,梁秀珍,男,2001-03-02,1.60,东10舍150
02208400,张秀梅,女,2003-01-19,1.51,西10舍151
02008402,戴丽,男,2001-07-23,1.90,东10舍151
02208404,罗兵,女,2003-12-27,1.73,西10舍151
02008406,罗龙,男,2002-04-15,1.80,东10舍151
02208408,段燕,女,2001-04-19,1.66,西10舍152
02008410,杨颖,男,2001-12-02,1.89,东10舍152
02208412,刘伟,女,2001-03-24,1.57,西10舍152
02008414,韩帆,男,2003-03-14,1.79,东10舍152
02208416,史刚,女,2003-01-26,1.79,西10舍153
02008418,柯岩,男,2003-12-06,1.81,东10舍153
02208420,孙利,女,2001-06-22,1.60,西10舍153
02008422,李磊,男,2002-02-28,1.62,东10舍153
02208424,安浩,女,2003-02-12,1.65,西10舍154
02008426,胡欣,男,2001-12-15,1.61,东10舍154
02208428,李婷婷,女,2001-10-21,1.68,西10舍154
02008430,冯帅,男,2002-10-13,1.64,东10舍154
02208432,沙林,女,2001-05-29,1.52,西10舍155
02008434,任利,男,2001-10-24,1.70,东10舍155
02208436,李建平,女,2003-10-05,1.74,西10舍155
02008438,杨瑞,男,2002-06-21,1.89,东10舍155
02208440,赵浩,女,2002-09-11,1.57,西10舍156
02008442,刘晨,男,2003-03-08,1.89,东10舍156
02208444,余畅,女,2001-01-11,1.54,西10舍156
02008446,刘冬梅,男,2002-12-06,1.62,东10舍156
02208448,杨雪,女,2003-05-04,1.64,西10舍157
02008450,张凤兰,男,2003-07-04,1.62,东10舍157
02208452,邵玉英,女,2001-07-18,1.52,西10舍157
02008454,赵宇,男,2001-07-04,1.79,东10舍157
02208456,魏丹,女,2001-12-17,1.67,西10舍158
02008458,许丽娟,男,2001-03-28,1.61,东10舍158
02208460,陈霞,女,2002-11-13,1.62,西10舍158
02008462,张桂荣,男,2002-08-01,1.63,东10舍158
02208464,胡文,女,2002-05-26,1.74,西10舍159
02008466,李丽丽,男,2001-11-03,1.81,东10舍159
02208468,陈彬,女,2001-05-31,1.75,西10舍159
02008470,杨桂珍,男,2003-06-04,1.61,东10舍159
02208472,王琴,女,2002-10-14,1.78,西10舍160
02008474,陆洁,男,2002-10-12,1.66,东10舍160
02208476,王荣,女,2001-09-19,1.74,西10舍160
02008478,王桂英,男,2003-05-02,1.88,东10舍160
02208480,陈凤兰,女,2003-12-27,1.55,西10舍161
02008482,张淑兰,男,2001-08-18,1.67,东10舍161
02208484,伍红梅,女,2003-01-09,1.57,西10舍161
02008486,司桂兰,男,2002-09-06,1.73,东10舍161
02208488,萧涛,女,2003-02-16,1.59,西10舍162
02008490,甘柳,男,2001-01-04,1.62,东10舍162
02208492,戚佳,女,2003-07-01,1.59,西10舍162
02008494,简桂荣,男,2002-02-19,1.67,东10舍162
02208496,费芳,女,2002-08-16,1.70,西10舍163
02008498,何鹏,男,2003-05-14,1.85,东10舍163
02208500,黄坤,女,2003-12-06,1.54,西10舍163
02008502,高燕,男,2002-09-26,1.76,东10舍163
02208504,吴霞,女,2003-03-19,1.67,西10舍164
02008506,陈阳,男,2003-06-25,1.83,东10舍164
02208508,周鑫,女,2002-07-30,1.65,西10舍164
02008510,李杨,男,2002-04-19,1.90,东10舍164
02208512,傅桂香,女,2003-10-13,1.71,西10舍165
02008514,何凤英,男,2001-10-23,1.63,东10舍165
02208516,杨莉,女,2001-07-28,1.72,西10舍165
02008518,李秀芳,男,2001-04-15,1.68,东10舍165
02208520,王平,女,2001-08-11,1.70,西10舍166
02008522,刘刚,男,2001-08-15,1.74,东10舍166
02208524,刘畅,女,2002-07-03,1.75,西10舍166
02008526,喻桂珍,男,2003-05-03,1.88,东10舍166
02208528,韦波,女,2001-12-02,1.60,西10舍167
02008530,蔡兵,男,2003-06-19,1.65,东10舍167
02208532,刘倩,女,2002-03-29,1.80,西10舍167
02008534,夏佳,男,2002-10-12,1.81,东10舍167
02208536,孟芳,女,2001-03-18,1.53,西10舍168
02008538,汪龙,男,2001-11-19,1.69,东10舍168
02208540,王秀珍,女,2002-04-23,1.56,西10舍168
02008542,李军,男,2003-02-27,1.75,东10舍168
02208544,罗敏,女,2001-05-13,1.74,西10舍169
02008546,杨桂珍,男,2003-04-12,1.62,东10舍169
02208548,刘东,女,2002-06-10,1.71,西10舍169
02008550,何敏,男,2002-07-10,1.88,东10舍169
02208552,王娜,女,2001-10-21,1.64,西10舍170
02008554,王红梅,男,2003-12-09,1.85,东10舍170
02208556,刘兵,女,2001-05-03,1.51,西10舍170
02008558,邓海燕,男,2003-02-22,1.88,东10舍170
02208560,余莉,女,2001-04-23,1.57,西10舍171
02008562,郑玉珍,男,2002-04-24,1.76,东10舍171
02208564,王峰,女,2002-05-03,1.79,西10舍171
02008566,王敏,男,2001-10-21,1.77,东10舍171
02208568,邬桂英,女,2001-09-27,1.66,西10舍172
02008570,杜宇,男,2002-04-09,1.90,东10舍172
02208572,胡利,女,2001-02-03,1.51,西10舍172
02008574,李倩,男,2002-05-10,1.69,东10舍172
02208576,林平,女,2003-05-05,1.61,西10舍173
02008578,朱秀芳,男,2001-09-23,1.83,东10舍173
02208580,尚丽丽,女,2001-05-14,1.50,西10舍173
02008582,杭丹,男,2002-05-27,1.90,东10舍173
02208584,李鑫,女,2003-05-07,1.75,西10舍174
02008586,胡洁,男,2001-11-21,1.75,东10舍174
02208588,钱丽,女,2003-06-19,1.73,西10舍174
02008590,杨丹,男,2003-11-29,1.83,东10舍174
02208592,刘玉珍,女,2001-07-26,1.61,西10舍175
02008594,焦桂芝,男,2003-02-07,1.68,东10舍175
02208596,皮淑兰,女,2003-09-03,1.57,西10舍175
02008598,乔荣,男,2001-01-23,1.79,东10舍175
02208600,张雷,女,2002-12-18,1.62,西10舍176
02008602,彭丽丽,男,2002-08-14,1.60,东10舍176
02208604,虞利,女,2001-04-07,1.74,西10舍176
02008606,王伟,男,2001-06-10,1.85,东10舍176
02208608,曹金凤,女,2003-04-10,1.75,西10舍177
02008610,秦明,男,2001-01-27,1.73,东10舍177
02208612,史宁,女,2003-04-02,1.60,西10舍177
02008614,温雷,男,2003-04-21,1.72,东10舍177
02208616,龚金凤,女,2002-09-02,1.54,西10舍178
02008618,黄俊,男,2001-05-28,1.66,东10舍178
02208620,吴利,女,2003-02-24,1.59,西10舍178
02008622,刘玉,男,2003-11-06,1.82,东10舍178
02208624,王明,女,2003-12-27,1.53,西10舍179
02008626,聂小红,男,2002-07-22,1.70,东10舍179
02208628,林丽丽,女,2001-02-27,1.66,西10舍179
